Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2007-11-01,-6.55   ,-2.79    ,2.71   ,-1.57    ,2.22    ,0.34
2007-12-01,-0.74   ,-0.64    ,0.81   ,-0.04    ,1.59    ,0.27
2008-01-01,-10.82   ,-4.00    ,1.29    ,2.74    ,5.95    ,0.21
2008-02-01,2.89    ,1.80   ,-4.47   ,-0.38   ,-0.73    ,0.13
2008-03-01,-5.53   ,-3.86    ,2.26    ,1.40    ,2.93    ,0.17
2008-04-01,7.19   ,-2.89   ,-0.87   ,-1.22   ,-2.72    ,0.18
2008-05-01,3.20    ,2.27   ,-4.55   ,-3.02   ,-4.38    ,0.18
2008-06-01,-8.12    ,0.14   ,-1.39    ,0.35    ,0.97    ,0.17
2008-07-01,-5.26   ,-2.53    ,5.65    ,2.63    ,6.05    ,0.15
2008-08-01,-6.64   ,-3.51   ,-1.58    ,5.40    ,5.51    ,0.13
2008-09-01,-17.71   ,-0.95    ,3.34    ,5.95    ,8.46    ,0.15
2008-10-01,-26.00   ,-6.72    ,3.62    ,0.22    ,6.75    ,0.08
2008-11-01,-6.16   ,-1.10    ,4.33   ,-3.33    ,6.30    ,0.03
2008-12-01,7.41    ,1.78    ,2.54   ,-4.15   ,-5.01    ,0.00
2009-01-01,-7.60   ,-0.42    ,3.12   ,-5.31    ,1.80    ,0.00
2009-02-01,-4.79    ,3.37   ,-4.25    ,1.11   ,-3.40    ,0.01
2009-03-01,10.81   ,-3.05   ,-6.50    ,2.60   ,-7.67    ,0.02
2009-04-01,13.95    ,0.02   ,-1.53   ,-1.77   ,-5.77    ,0.01
2009-05-01,18.49   ,10.49    ,5.35   ,-7.73   ,-6.30    ,0.00
2009-06-01,1.82   ,-0.56   ,-2.70    ,3.02    ,0.13    ,0.01
2009-07-01,12.82    ,0.04    ,6.68    ,0.27   ,-1.71    ,0.01
2009-08-01,1.64    ,3.97   ,-5.10    ,7.60   ,-3.17    ,0.01
2009-09-01,8.70    ,0.28    ,0.52    ,1.14   ,-2.86    ,0.01
2009-10-01,1.25    ,1.66    ,2.16   ,-2.27    ,1.64    ,0.00
2009-11-01,2.65    ,1.67   ,-2.57   ,-0.53   ,-0.46    ,0.00
2009-12-01,2.45   ,-0.41    ,1.50    ,1.32    ,0.62    ,0.01
2010-01-01,-6.25    ,4.52   ,-0.02    ,1.11    ,1.69    ,0.00
2010-02-01,2.63   ,-2.08    ,1.57   ,-0.01   ,-1.20    ,0.00
2010-03-01,7.65   ,-0.42    ,1.21    ,0.98   ,-2.04    ,0.01
2010-04-01,0.76    ,3.94   ,-0.87    ,1.01    ,2.34    ,0.01
2010-05-01,-12.22   ,-3.06    ,1.56   ,-3.42    ,2.66    ,0.01
2010-06-01,-0.20   ,-1.05    ,1.30   ,-0.01    ,1.18    ,0.01
2010-07-01,9.56   ,-1.08   ,-0.91    ,1.12    ,1.45    ,0.01
2010-08-01,-0.79   ,-0.07    ,0.47   ,-1.32    ,0.26    ,0.01
2010-09-01,12.84    ,1.64   ,-0.80   ,-1.35    ,0.26    ,0.01
2010-10-01,3.70    ,1.44   ,-2.32    ,0.36    ,0.86    ,0.01
2010-11-01,-1.15    ,1.08    ,0.66   ,-2.13    ,1.58    ,0.01
2010-12-01,6.76    ,2.45   ,-2.82    ,0.30   ,-0.36    ,0.01
2011-01-01,-0.79   ,-0.89    ,3.00   ,-0.42    ,1.98    ,0.01
2011-02-01,-0.07    ,0.31   ,-4.36    ,2.58   ,-0.66    ,0.01
2011-03-01,2.08   ,-0.76   ,-1.68    ,2.33   ,-1.46    ,0.01
2011-04-01,4.77   ,-0.61   ,-0.53    ,2.66   ,-0.66    ,0.00
2011-05-01,-2.53   ,-1.98    ,2.01    ,0.15    ,0.94    ,0.00
2011-06-01,-2.32   ,-1.98   ,-0.06    ,3.43   ,-0.86    ,0.00
2011-07-01,1.29    ,1.25   ,-1.06   ,-2.05   ,-0.68    ,0.00
2011-08-01,-6.67   ,-2.16   ,-1.88    ,3.71    ,0.80    ,0.01
2011-09-01,-15.79   ,-0.18    ,1.92    ,1.48    ,3.76    ,0.00
2011-10-01,13.98   ,-2.74   ,-0.89    ,0.68    ,0.39    ,0.00
2011-11-01,-6.53    ,0.97   ,-1.07    ,1.55    ,1.38    ,0.00
2011-12-01,-1.04   ,-1.67    ,1.20    ,0.28    ,0.39    ,0.00
2012-01-01,9.86   ,-2.27    ,0.69   ,-1.39   ,-3.30    ,0.00
2012-02-01,5.28    ,2.99    ,0.80   ,-1.86   ,-0.19    ,0.00
2012-03-01,-2.16    ,0.65   ,-0.12    ,2.26    ,2.50    ,0.00
2012-04-01,1.16   ,-1.98    ,1.32    ,1.71    ,0.45    ,0.00
2012-05-01,-11.42    ,0.63    ,3.62    ,0.40    ,1.76    ,0.01
2012-06-01,4.47   ,-3.08    ,1.26    ,1.22    ,0.86    ,0.00
2012-07-01,4.76   ,-3.59    ,1.48    ,0.78    ,3.26    ,0.00
2012-08-01,1.14    ,0.75    ,0.23   ,-0.11   ,-0.54    ,0.01
2012-09-01,4.46    ,0.98    ,1.61   ,-0.74   ,-1.91    ,0.01
2012-10-01,1.77   ,-0.57   ,-0.64    ,0.75    ,1.30    ,0.01
2012-11-01,1.61   ,-2.67    ,2.89   ,-0.20    ,0.59    ,0.01
2012-12-01,2.84    ,1.78    ,0.85    ,0.62    ,0.52    ,0.01
2013-01-01,5.54    ,1.51    ,2.94    ,0.55   ,-0.92    ,0.00
2013-02-01,1.15   ,-0.48    ,1.44    ,0.92    ,2.06    ,0.00
2013-03-01,-0.31   ,-0.39   ,-0.88    ,0.88    ,1.24    ,0.00
2013-04-01,2.46   ,-5.36    ,2.16    ,0.70    ,3.49    ,0.00
2013-05-01,-6.20    ,2.16    ,3.11   ,-1.07   ,-3.62    ,0.00
2013-06-01,-6.22   ,-0.29    ,1.50   ,-1.25    ,3.38    ,0.00
2013-07-01,3.47    ,1.87   ,-2.91    ,1.02   ,-1.47    ,0.00
2013-08-01,-0.22    ,1.11   ,-1.75    ,1.23   ,-0.47    ,0.00
2013-09-01,6.78    ,0.39   ,-1.98    ,0.14    ,0.54    ,0.00
2013-10-01,3.49   ,-2.34    ,0.74    ,4.47   ,-0.10    ,0.00
2013-11-01,-2.21   ,-0.36    ,1.75   ,-2.31    ,0.64    ,0.00
2013-12-01,-0.20    ,0.86   ,-1.19    ,0.76   ,-0.52    ,0.00
2014-01-01,-4.44    ,3.88   ,-1.20    ,0.29    ,0.98    ,0.00
2014-02-01,5.49   ,-1.71   ,-1.06    ,1.16    ,0.58    ,0.00
2014-03-01,1.66   ,-0.24    ,0.70    ,1.09    ,1.72    ,0.00
2014-04-01,1.42   ,-3.74    ,2.57   ,-0.48    ,0.26    ,0.00
2014-05-01,1.75   ,-0.54    ,1.59   ,-0.98    ,0.96    ,0.00
2014-06-01,0.13    ,1.35    ,0.79   ,-0.15   ,-0.09    ,0.00
2014-07-01,3.32    ,0.11    ,2.77   ,-0.55   ,-0.42    ,0.00
2014-08-01,-0.14    ,2.08   ,-0.08   ,-0.90    ,1.32    ,0.00
2014-09-01,-8.15    ,2.02    ,3.90   ,-2.29    ,1.99    ,0.00
2014-10-01,3.56   ,-4.49   ,-1.98    ,2.16    ,1.07    ,0.00
2014-11-01,-2.72    ,0.23    ,2.24   ,-2.24    ,0.07    ,0.00
2014-12-01,-3.10   ,-2.00    ,0.80    ,0.64   ,-0.14    ,0.00
2015-01-01,0.38   ,-2.92    ,4.42   ,-4.31   ,-0.27    ,0.00
2015-02-01,3.25   ,-0.41   ,-3.19    ,2.84   ,-0.31    ,0.00
2015-03-01,-0.83    ,0.56    ,1.08   ,-1.59    ,0.32    ,0.00
2015-04-01,6.22   ,10.33    ,0.52   ,-6.23   ,-2.89    ,0.00
2015-05-01,-1.55    ,8.59    ,0.64   ,-4.16    ,1.33    ,0.00
2015-06-01,-4.47    ,1.14   ,-0.26   ,-0.92    ,1.78    ,0.00
2015-07-01,-3.45   ,-6.10   ,-2.77    ,4.49    ,1.75    ,0.00
2015-08-01,-10.81   ,-1.03    ,0.80   ,-0.02   ,-0.51    ,0.00
2015-09-01,-3.09    ,2.85   ,-0.32   ,-1.43    ,1.11    ,0.00
2015-10-01,7.30   ,-1.28    ,1.17    ,1.14   ,-0.10    ,0.00
2015-11-01,-2.08    ,2.19   ,-2.92    ,1.60    ,0.52    ,0.00
2015-12-01,1.88   ,-0.10   ,-2.65    ,1.21    ,1.26    ,0.01
2016-01-01,-9.03   ,-0.70   ,-0.35    ,1.54    ,2.14    ,0.01
2016-02-01,0.75   ,-0.67    ,3.21   ,-1.94    ,1.41    ,0.02
2016-03-01,10.65   ,-2.25    ,1.04    ,1.62    ,1.41    ,0.02
2016-04-01,1.44    ,1.72    ,1.95    ,0.48    ,1.18    ,0.01
2016-05-01,-1.79    ,0.35   ,-2.04    ,0.52   ,-1.57    ,0.01
2016-06-01,0.44    ,0.77    ,1.03    ,0.97   ,-0.49    ,0.02
2016-07-01,5.87   ,-3.83    ,1.94    ,1.49   ,-0.16    ,0.02
2016-08-01,-0.45    ,1.32    ,1.89   ,-0.34   ,-0.64    ,0.02
2016-09-01,2.68    ,1.37    ,0.60   ,-0.39    ,0.69    ,0.02
2016-10-01,-1.45    ,1.31    ,2.81   ,-0.58    ,2.57    ,0.02
2016-11-01,-0.29   ,-1.74    ,0.94    ,0.28    ,0.36    ,0.01
2016-12-01,-1.90    ,0.82    ,1.19    ,1.13    ,0.52    ,0.03
2017-01-01,5.90   ,-1.54    ,3.33   ,-0.58    ,2.73    ,0.04
2017-02-01,2.23   ,-1.46    ,2.62   ,-0.82   ,-0.14    ,0.04
2017-03-01,2.82   ,-2.38   ,-1.06    ,1.68    ,0.48    ,0.03
2017-04-01,0.27   ,-1.55    ,1.25   ,-0.62   ,-1.27    ,0.05
2017-05-01,-0.21   ,-0.82    ,0.69   ,-1.30    ,0.61    ,0.06
2017-06-01,1.91   ,-1.33   ,-0.92    ,4.17   ,-0.86    ,0.06
2017-07-01,3.21    ,0.03    ,2.57   ,-1.35    ,2.17    ,0.07
2017-08-01,0.59   ,-0.92    ,1.76   ,-0.63    ,1.05    ,0.09
2017-09-01,-0.21    ,1.54   ,-1.81   ,-0.44   ,-0.43    ,0.09
2017-10-01,1.52    ,1.69    ,1.27   ,-0.85   ,-0.65    ,0.09
2017-11-01,1.00   ,-1.59   ,-0.82    ,0.65   ,-1.21    ,0.08
2017-12-01,3.03    ,0.63   ,-3.63    ,1.56   ,-0.45    ,0.09
2018-01-01,4.12   ,-1.49    ,1.26    ,0.20   ,-0.65    ,0.11
2018-02-01,-3.15   ,-0.40    ,0.26    ,2.06   ,-0.49    ,0.11
2018-03-01,-3.36    ,1.45    ,0.66    ,0.43   ,-0.39    ,0.12
2018-04-01,1.83   ,-4.48    ,2.19    ,0.35    ,0.91    ,0.14
2018-05-01,0.26    ,0.77   ,-2.69    ,2.91   ,-1.18    ,0.14
2018-06-01,-3.00   ,-1.29   ,-0.58    ,0.73    ,0.05    ,0.14
2018-07-01,1.17   ,-2.78    ,1.35   ,-0.67    ,0.52    ,0.16
2018-08-01,-2.43   ,-1.31   ,-3.02    ,1.61   ,-0.63    ,0.16
2018-09-01,-0.82    ,0.07    ,3.15   ,-0.55    ,1.40    ,0.15
2018-10-01,-9.40    ,0.56    ,1.52    ,0.55    ,2.18    ,0.19
2018-11-01,3.36   ,-1.49   ,-1.21   ,-0.10   ,-2.87    ,0.18
2018-12-01,-2.60   ,-2.32    ,1.17    ,0.64   ,-0.51    ,0.19
2019-01-01,6.40   ,-4.70    ,0.94    ,0.68    ,0.00    ,0.21
2019-02-01,3.35   ,-1.13   ,-0.18    ,0.45   ,-0.80    ,0.18
2019-03-01,0.75   ,-0.16    ,1.27    ,0.73    ,0.02    ,0.19
2019-04-01,1.61   ,-0.46   ,-2.37   ,-0.05    ,0.01    ,0.21
2019-05-01,-4.30    ,0.40   ,-1.79    ,2.20    ,1.29    ,0.21
2019-06-01,5.07   ,-4.21    ,0.11    ,1.56    ,0.19    ,0.18
2019-07-01,-1.44    ,1.33   ,-3.51    ,2.82   ,-1.70    ,0.19
2019-08-01,-6.27    ,1.52   ,-2.94    ,1.88   ,-1.21    ,0.16
2019-09-01,1.16    ,1.32    ,0.54    ,0.91   ,-0.49    ,0.18
2019-10-01,2.81   ,-2.40   ,-0.34    ,1.65   ,-1.62    ,0.15
2019-11-01,-0.19   ,-1.49   ,-0.79    ,2.04   ,-0.42    ,0.12
2019-12-01,2.99    ,1.48    ,1.23    ,0.50   ,-0.98    ,0.14
2020-01-01,-2.87   ,-1.43   ,-2.86    ,1.08   ,-0.62    ,0.13
2020-02-01,-6.79   ,-1.95    ,3.52   ,-2.65    ,0.20    ,0.12
2020-03-01,-19.08   ,-2.46    ,1.03   ,-1.12    ,1.89    ,0.12
2020-04-01,11.12    ,1.14   ,-5.83    ,6.48   ,-3.55    ,0.00
2020-05-01,0.32    ,5.60   ,-8.57    ,7.12   ,-2.84    ,0.01
2020-06-01,7.58   ,-2.97    ,1.20   ,-0.75   ,-0.83    ,0.01
2020-07-01,2.32    ,2.34   ,-6.00    ,2.19   ,-0.74    ,0.01
2020-08-01,6.42    ,0.41   ,-3.91    ,0.68   ,-5.11    ,0.01
2020-09-01,-4.98    ,2.87    ,0.14   ,-0.79   ,-1.55    ,0.01
2020-10-01,-0.03   ,-0.43   ,-0.11    ,0.26    ,0.41    ,0.01
2020-11-01,13.52   ,-1.93    ,2.00    ,0.67    ,1.60    ,0.01
2020-12-01,5.25    ,1.30   ,-2.56    ,2.65   ,-0.04    ,0.01
2021-01-01,1.16    ,1.81    ,0.77   ,-4.32    ,0.71    ,0.00
2021-02-01,3.87    ,1.63    ,4.91   ,-1.72    ,2.89    ,0.00
2021-03-01,1.14   ,-2.29    ,4.11   ,-0.23    ,1.41    ,0.00
2021-04-01,4.34    ,2.08   ,-1.59    ,0.91   ,-2.31    ,0.00
2021-05-01,1.75   ,-0.43    ,1.19    ,2.05    ,2.01    ,0.00
2021-06-01,-0.87    ,0.60   ,-0.98    ,0.08   ,-1.71    ,0.00
2021-07-01,-2.74    ,1.26    ,0.14    ,3.60   ,-2.20    ,0.00
2021-08-01,1.00    ,0.93   ,-3.07   ,-2.06   ,-3.93    ,0.00
2021-09-01,-3.93    ,2.73    ,1.86   ,-1.63   ,-0.09    ,0.00
2021-10-01,3.86    ,1.37   ,-0.15   ,-1.19   ,-0.23    ,0.00
2021-11-01,-5.68    ,1.71   ,-0.79    ,3.62    ,0.37    ,0.00
2021-12-01,2.24    ,0.19    ,2.63    ,4.17    ,1.83    ,0.01
2022-01-01,-4.97   ,-2.31   ,10.25   ,-2.25    ,8.06    ,0.00
2022-02-01,1.63   ,-2.58    ,2.57    ,1.20    ,2.49    ,0.00
2022-03-01,5.10   ,-0.24   ,-0.93    ,0.74   ,-1.66    ,0.00
2022-04-01,-5.17    ,0.49    ,5.20   ,-1.06    ,3.98    ,0.00
2022-05-01,-0.52   ,-3.44    ,3.99    ,0.29    ,2.17    ,0.03
2022-06-01,-7.43   ,-2.82    ,3.96   ,-0.90    ,6.08    ,0.06
2022-07-01,3.08    ,2.23   ,-7.60   ,-0.23   ,-4.23    ,0.08
2022-08-01,-1.07    ,0.43    ,1.40    ,0.58   ,-0.99    ,0.19
2022-09-01,-10.50   ,-1.19    ,4.60   ,-1.55    ,2.90    ,0.19
2022-10-01,-1.25   ,-0.34   ,-1.76    ,3.30   ,-1.95    ,0.23
2022-11-01,14.18   ,-6.98   ,-3.28    ,1.69   ,-1.14    ,0.29
2022-12-01,0.79   ,-0.73    ,6.33   ,-1.70    ,5.31    ,0.33
2023-01-01,7.09   ,-1.28   ,-4.61    ,1.53   ,-3.97    ,0.35
2023-02-01,-6.63   ,-0.44    ,2.81   ,-0.68    ,2.46    ,0.34
2023-03-01,0.11   ,-2.39   ,-0.11    ,0.86   ,-0.63    ,0.36
2023-04-01,-0.01   ,-0.57   ,-0.27   ,-1.00    ,0.51    ,0.35
2023-05-01,-5.98    ,0.56    ,1.86    ,0.08   ,-0.74    ,0.36
2023-06-01,3.14   ,-1.33    ,0.18    ,1.47   ,-0.53    ,0.40
2023-07-01,3.64   ,-0.64    ,0.56    ,1.09   ,-0.52    ,0.45
2023-08-01,-6.50    ,1.30    ,0.16    ,4.34   ,-1.64    ,0.45
2023-09-01,-3.54    ,0.26    ,3.03    ,1.04    ,1.74    ,0.43
2023-10-01,-5.05    ,0.49    ,1.79   ,-0.42    ,3.14    ,0.47
2023-11-01,4.75    ,0.86   ,-3.64    ,3.46   ,-2.99    ,0.44
2023-12-01,7.85   ,-3.03   ,-1.05    ,2.70   ,-1.21    ,0.43
2024-01-01,-5.01   ,-0.91    ,1.04    ,3.13   ,-2.14    ,0.47
2024-02-01,1.09    ,0.33   ,-1.28   ,-4.06    ,0.28    ,0.42
2024-03-01,0.98    ,0.48    ,1.49    ,4.10   ,-1.50    ,0.43
2024-04-01,-1.03   ,-0.07    ,2.90   ,-2.09    ,1.98    ,0.47
2024-05-01,2.99   ,-1.20    ,1.27   ,-2.03   ,-1.27    ,0.44
2024-06-01,-1.08   ,-0.26    ,0.18    ,1.97   ,-1.83    ,0.41
2024-07-01,0.69   ,-1.28    ,1.61    ,1.20    ,0.03    ,0.45
2024-08-01,3.28   ,-3.22    ,0.50   ,-1.73   ,-1.05    ,0.48
2024-09-01,7.20   ,-0.22   ,-0.96    ,0.90    ,1.45    ,0.40
2024-10-01,-5.41    ,3.50    ,3.41   ,-2.48    ,0.66    ,0.39
2024-11-01,1.31   ,-3.21   ,-2.63   ,-0.24   ,-1.61    ,0.40
2024-12-01,-4.69    ,2.42    ,4.94   ,-1.11    ,2.34    ,0.37
2025-01-01,2.01   ,-1.51   ,-2.86    ,2.24   ,-2.60    ,0.37
2025-02-01,-0.99    ,0.44    ,2.95    ,1.04    ,1.99    ,0.33
2025-03-01,-1.33    ,1.80    ,4.98   ,-1.89    ,1.48    ,0.34
2025-04-01,2.80   ,-2.29   ,-2.06    ,1.34   ,-0.48    ,0.35
